,아이디,맥주,날짜,평점,Aroma,Appearance,Flavor,Mouthfeel,Overall
361,"PlutonowyMan(1,673)",Asahi Super Dry,"January 1, 2016",2.1,4,3,4,2,8
362,lokis333(939),Asahi Super Dry,"December 29, 2015",2.2,4,3,5,3,7
363,"Slipstream(3,208)",Asahi Super Dry,"December 2, 2017",1.8,5,3,4,2,4
364,Gubihumle(618),Asahi Super Dry,"December 14, 2015",2.1,4,2,4,3,8
365,"phfyysik(2,381)",Asahi Super Dry,"December 9, 2015",1.5,2,3,3,1,6
366,"sjogro(9,252)",Asahi Super Dry,"December 1, 2015",2.4,5,3,5,3,8
368,"biir(2,738)",Asahi Super Dry,"November 28, 2015",2.8,5,3,6,3,11
369,"note666(1,472)",Asahi Super Dry,"November 25, 2015",2.0,4,2,4,2,8
371,"DrNosha(5,865)",Asahi Super Dry,"November 22, 2015",2.2,4,3,4,2,9
372,Graham77(579),Asahi Super Dry,"November 17, 2015",2.8,5,3,5,4,11
374,Augdraught1981(267),Asahi Super Dry,"November 7, 2015",2.5,5,2,5,3,10
379,Lebo88(221),Asahi Super Dry,"October 11, 2015",1.4,3,2,3,1,5
380,Hamirubi(634),Asahi Super Dry,"October 11, 2015",2.4,4,2,4,3,11
381,"LazyPyro(5,277)",Asahi Super Dry,"July 12, 2017",2.4,4,2,5,3,10
383,"Iphonephan(9,547)",Asahi Super Dry,"October 9, 2015",2.7,5,3,5,3,11
384,Serapac(996),Asahi Super Dry,"October 8, 2015",2.0,4,2,4,2,8
385,"Moravius(2,754)",Asahi Super Dry,"October 8, 2015",2.3,4,3,5,4,7
388,pityu(911),Asahi Super Dry,"September 29, 2015",1.0,2,2,1,2,3
389,"MarcinG(2,664)",Asahi Super Dry,"September 29, 2015",1.6,3,3,3,3,4
393,"Bosbouw(3,364)",Asahi Super Dry,"September 12, 2015",2.2,4,3,4,3,8
394,"alobar(4,884)",Asahi Super Dry,"September 7, 2015",1.7,3,2,4,2,6
395,"Inbreak(9,623)",Asahi Super Dry,"August 31, 2015",1.3,4,3,2,2,2
396,"gopherfan99(2,001)",Asahi Super Dry,"August 30, 2015",1.6,4,2,4,2,4
398,AlfredoGarcia(443),Asahi Super Dry,"August 28, 2015",3.1,6,3,7,3,12
399,"Ysok02(3,203)",Asahi Super Dry,"August 16, 2015",2.8,5,3,5,3,12
400,mauroruellas(903),Asahi Super Dry,"August 16, 2015",2.6,5,3,5,3,10
401,"nihtila(5,085)",Asahi Super Dry,"August 15, 2015",1.7,4,2,3,2,6
403,"Rubin77(6,374)",Asahi Super Dry,"August 6, 2015",2.2,4,2,5,2,9
404,Nonshaugen(947),Asahi Super Dry,"August 3, 2015",2.2,3,4,4,2,9
405,"fombe89(7,463)",Asahi Super Dry,"August 3, 2015",1.3,2,4,3,1,3
408,"SVD(3,983)",Asahi Super Dry,"July 25, 2015",3.1,6,3,6,3,13
409,"MarkoNm(4,662)",Asahi Super Dry,"July 22, 2015",2.6,5,2,5,3,11
412,"TorbenJensen(1,793)",Asahi Super Dry,"July 11, 2015",1.6,2,2,2,2,8
413,"edgallow(5,016)",Asahi Super Dry,"July 3, 2015",1.9,5,4,4,2,4
414,"Listigovers(2,146)",Asahi Super Dry,"June 30, 2015",2.0,3,2,4,2,9
416,"colui72(2,666)",Asahi Super Dry,"June 28, 2015",2.0,2,2,5,1,10
417,"weihenweizen(6,003)",Asahi Super Dry,"June 23, 2015",2.5,6,2,5,2,10
418,swillguzzler99(196),Asahi Super Dry,"June 21, 2015",1.5,2,2,3,2,6
419,"jamaty(2,548)",Asahi Super Dry,"June 16, 2015",1.8,4,3,3,2,6
420,"budedou(1,529)",Asahi Super Dry,"June 15, 2015",2.7,3,4,6,3,11
426,YigSvartka(304),Asahi Super Dry,"June 7, 2015",2.8,5,3,5,3,12
428,"Alusmamuts(3,332)",Asahi Super Dry,"May 31, 2015",1.9,3,2,5,1,8
430,KoRoBeNiKi(157),Asahi Super Dry,"May 20, 2015",1.9,3,2,4,2,8
433,"MonsterMagnet(1,952)",Asahi Super Dry,"May 14, 2015",2.1,3,3,4,3,8
435,"cagou007(1,298)",Asahi Super Dry,"May 5, 2015",1.9,3,3,3,2,8
438,"Sjohnh(1,060)",Asahi Super Dry,"April 29, 2015",2.1,3,2,4,2,10
439,"redders1974(2,624)",Asahi Super Dry,"April 28, 2015",2.2,5,2,5,2,8
440,"Iznogud(9,003)",Asahi Super Dry,"April 26, 2015",0.8,2,2,1,1,2
441,"ffaoe(1,529)",Asahi Super Dry,"April 25, 2015",2.0,3,4,3,3,7
442,"tricksta_p(9,129)",Asahi Super Dry,"February 17, 2016",1.3,2,2,3,2,4
443,Schnabelhund(147),Asahi Super Dry,"July 30, 2017",2.4,5,2,5,3,9
444,"PiwnyMarek(1,360)",Asahi Super Dry,"April 18, 2015",1.9,4,3,4,1,7
448,"zacgillbanks(7,345)",Asahi Super Dry,"April 12, 2015",1.1,2,1,3,1,4
449,"ARH(1,141)",Asahi Super Dry,"April 9, 2015",2.4,5,2,4,3,10
452,"arminjewell(9,756)",Asahi Super Dry,"April 2, 2015",2.5,5,4,5,3,8
453,"Garrold(8,727)",Asahi Super Dry,"March 29, 2015",1.8,3,3,3,2,7
455,HIGHB4LL(836),Asahi Super Dry,"March 23, 2015",2.4,4,3,6,2,9
458,tbonde(384),Asahi Super Dry,"February 26, 2015",2.1,3,4,5,3,6
459,"Gurthnar(9,044)",Asahi Super Dry,"February 24, 2015",1.6,3,2,3,2,6
460,"willisread(6,519)",Asahi Super Dry,"February 23, 2015",1.2,2,2,3,1,4
461,Vincent68(683),Asahi Super Dry,"February 22, 2015",1.2,2,3,2,2,3
462,MrBlueSky93(524),Asahi Super Dry,"February 22, 2015",2.0,3,4,3,3,7
463,"martin00sr(8,109)",Asahi Super Dry,"February 21, 2015",1.6,4,2,3,2,5
464,"ordybill(1,815)",Asahi Super Dry,"February 20, 2015",3.0,5,3,6,4,12
465,"b3shine(11,071)",Asahi Super Dry,"February 19, 2015",2.3,5,3,4,3,8
468,"gegwilson(4,862)",Asahi Super Dry,"February 14, 2015",1.7,3,2,3,2,7
469,"tarmok(1,493)",Asahi Super Dry,"February 14, 2015",2.3,4,3,5,3,8
472,"FunkyF(2,494)",Asahi Super Dry,"February 6, 2015",2.2,3,3,4,3,9
476,"rotaman14(1,785)",Asahi Super Dry,"February 1, 2015",2.0,3,2,4,4,7
477,"artyom(1,557)",Asahi Super Dry,"January 31, 2015",2.1,4,3,4,2,8
479,"kerenmk(6,763)",Asahi Super Dry,"January 22, 2015",1.9,5,2,5,2,5
483,"TedE(2,324)",Asahi Super Dry,"January 4, 2015",2.2,3,2,5,2,10
485,"rjplumer(1,390)",Asahi Super Dry,"January 3, 2015",1.8,3,3,4,2,6
486,"Florya(2,027)",Asahi Super Dry,"January 2, 2015",2.3,4,3,4,3,9
490,"s_hartshorne(2,934)",Asahi Super Dry,"December 26, 2014",2.6,5,2,6,3,10
491,"mmahut(1,857)",Asahi Super Dry,"December 24, 2014",2.7,6,3,5,2,11
493,alex_alkis(419),Asahi Super Dry,"December 22, 2014",1.9,3,1,4,3,8
498,Syfher(902),Asahi Super Dry,"December 11, 2014",2.3,4,2,6,1,10
499,"GenDV138(9,212)",Asahi Super Dry,"December 5, 2014",3.1,6,4,6,3,12
500,"DedicatedToFun(3,984)",Asahi Super Dry,"December 5, 2014",2.1,5,2,5,2,7
501,Wanja(756),Asahi Super Dry,"December 4, 2014",3.1,6,3,8,3,11
503,"yy0pp(1,664)",Asahi Super Dry,"December 2, 2014",1.5,3,2,2,2,6
507,"hopdog(17,613)",Asahi Super Dry,"November 17, 2014",2.0,4,3,4,2,7
508,panzerwolf(353),Asahi Super Dry,"November 16, 2014",2.0,3,2,5,3,7
509,"joeneugs(6,371)",Asahi Super Dry,"November 14, 2014",2.6,4,3,4,3,12
510,"nilsas(6,743)",Asahi Super Dry,"November 13, 2014",2.0,4,4,4,2,6
511,MrGrigg182(497),Asahi Super Dry,"November 7, 2014",2.1,4,2,5,2,8
514,"Icedwarf(3,079)",Asahi Super Dry,"November 1, 2014",3.0,6,3,6,2,13
516,loco_gallego(217),Asahi Super Dry,"October 26, 2014",2.1,5,2,4,2,8
519,"VDuquerroux(3,822)",Asahi Super Dry,"October 20, 2014",2.0,5,2,4,2,7
520,"slowrunner77(18,296)",Asahi Super Dry,"October 15, 2014",1.6,3,2,3,2,6
521,"eduardovl(1,818)",Asahi Super Dry,"February 8, 2015",2.3,4,2,5,2,10
522,"ametras(2,797)",Asahi Super Dry,"October 13, 2014",1.4,3,1,3,2,5
523,"rayaron(4,684)",Asahi Super Dry,"October 11, 2014",1.3,2,2,3,3,3
525,RafeAU(628),Asahi Super Dry,"April 5, 2015",2.8,5,3,6,4,10
527,"markoijelena(4,208)",Asahi Super Dry,"September 29, 2014",2.3,5,3,4,3,8
529,"mithe(2,677)",Asahi Super Dry,"September 29, 2014",2.2,4,2,4,3,9
530,"MrTipple(13,257)",Asahi Super Dry,"September 27, 2014",2.3,4,3,4,2,10
531,"BOSSbrewer(2,705)",Asahi Super Dry,"September 24, 2014",2.8,6,3,6,2,11
532,"Kita(3,312)",Asahi Super Dry,"September 23, 2014",2.8,5,3,6,3,11
533,"Jultsu(1,808)",Asahi Super Dry,"September 20, 2014",1.9,3,2,4,2,8
534,Bork(461),Asahi Super Dry,"September 20, 2014",2.1,4,3,4,2,8
535,"adamnowek(5,963)",Asahi Super Dry,"September 14, 2014",2.5,5,3,3,2,12
538,einherjar(739),Asahi Super Dry,"September 3, 2014",2.0,4,2,5,2,7
540,jann3(689),Asahi Super Dry,"August 28, 2014",2.3,4,3,4,2,10
542,"YantarCoast(3,141)",Asahi Super Dry,"January 1, 2020",2.9,6,3,5,3,12
543,renffisch(891),Asahi Super Dry,"August 25, 2014",2.4,3,2,5,2,12
544,chapmanli(65),Asahi Super Dry,"August 25, 2014",2.6,5,2,5,2,12
545,g_georgiou(648),Asahi Super Dry,"August 21, 2014",2.0,2,3,2,2,11
547,samparkique4(61),Asahi Super Dry,"August 15, 2014",3.8,7,3,8,4,16
549,"kaser(6,484)",Asahi Super Dry,"August 15, 2014",2.6,5,3,5,3,10
550,"Hrc_Cro(1,012)",Asahi Super Dry,"August 13, 2014",2.6,5,3,5,3,10
551,"Darkmagus82(2,303)",Asahi Super Dry,"August 11, 2014",2.9,5,3,6,3,12
552,VincentKabel(329),Asahi Super Dry,"August 11, 2014",2.1,4,2,4,1,10
553,"PriorL(3,067)",Asahi Super Dry,"August 8, 2014",1.5,3,3,3,3,3
554,"AshtonMcCobb(10,649)",Asahi Super Dry,"August 6, 2014",3.1,6,4,6,3,12
555,dhunter151(590),Asahi Super Dry,"July 28, 2014",3.5,4,4,7,4,16
556,generallee08(784),Asahi Super Dry,"July 25, 2014",3.3,6,3,6,4,14
557,"rikstar(2,604)",Asahi Super Dry,"July 24, 2014",2.0,4,2,4,2,8
558,"funcut(1,208)",Asahi Super Dry,"July 17, 2014",2.9,6,4,6,4,9
560,"Trolleo(5,972)",Asahi Super Dry,"July 15, 2014",2.3,2,2,5,2,12
563,"SanfordBrewer(1,715)",Asahi Super Dry,"July 10, 2014",1.8,4,2,4,2,6
564,tinylightsrecs(436),Asahi Super Dry,"August 8, 2014",3.1,4,3,7,4,13
566,waiake(606),Asahi Super Dry,"July 2, 2014",2.5,4,3,4,3,11
567,"veceo(1,361)",Asahi Super Dry,"June 30, 2014",1.3,3,1,3,2,4
568,Padchenko(677),Asahi Super Dry,"June 26, 2014",2.4,5,2,5,2,10
569,"freretoc(1,935)",Asahi Super Dry,"June 25, 2014",1.2,3,2,2,2,3
571,"adster(1,138)",Asahi Super Dry,"June 24, 2014",2.2,4,2,4,2,10
572,Lukardo(127),Asahi Super Dry,"June 24, 2014",2.2,5,3,4,2,8
574,Kamil_(349),Asahi Super Dry,"June 24, 2014",1.5,3,3,2,2,5
575,"adasko(2,233)",Asahi Super Dry,"June 23, 2014",2.6,6,3,5,3,9
576,"aleksander9(1,926)",Asahi Super Dry,"June 23, 2014",2.0,3,3,5,3,6
578,"HopfenWeisse(1,560)",Asahi Super Dry,"June 21, 2014",2.2,4,3,4,3,8
579,"Ruprecht_007(1,083)",Asahi Super Dry,"June 21, 2014",1.8,5,2,3,2,6
580,beer4eternity(226),Asahi Super Dry,"June 16, 2014",1.2,2,2,2,2,4
582,"Taboada(3,737)",Asahi Super Dry,"June 12, 2014",2.3,5,2,5,2,9
583,"kermis(18,397)",Asahi Super Dry,"June 9, 2014",1.9,3,3,4,2,7
584,"Peter_L(1,581)",Asahi Super Dry,"June 9, 2014",1.9,3,2,3,2,9
585,gorkogrlo(393),Asahi Super Dry,"June 9, 2014",1.7,4,2,3,2,6
587,"peponi(2,401)",Asahi Super Dry,"June 2, 2014",2.3,4,5,4,4,6
588,"cmacklin(2,673)",Asahi Super Dry,"June 2, 2014",1.7,3,2,3,2,7
589,"ShivanDragon(6,884)",Asahi Super Dry,"June 1, 2014",2.5,6,3,6,3,7
590,"Ngejo(1,000)",Asahi Super Dry,"June 1, 2014",1.2,3,2,2,1,4
591,"AlainG(3,051)",Asahi Super Dry,"May 29, 2014",1.4,3,2,3,1,5
592,"melush(9,720)",Asahi Super Dry,"February 6, 2016",2.2,3,3,4,3,9
595,massingasetta(937),Asahi Super Dry,"May 18, 2014",3.0,7,2,7,2,12
596,"Sledutah(9,567)",Asahi Super Dry,"May 13, 2014",3.0,6,3,6,3,12
598,"Mark_Eck(2,000)",Asahi Super Dry,"May 10, 2014",1.9,3,3,4,3,6
599,"hman43(3,302)",Asahi Super Dry,"May 10, 2014",2.8,6,3,6,3,10
600,"Svesse(11,473)",Asahi Super Dry,"May 7, 2014",2.2,4,3,4,3,8
602,"miquelcrush(2,052)",Asahi Super Dry,"May 1, 2014",2.0,4,2,4,2,8
605,edsspoon(905),Asahi Super Dry,"April 28, 2014",2.4,5,3,5,2,9
607,BitchPls(843),Asahi Super Dry,"April 27, 2014",2.9,5,2,7,3,12
609,GSAP(822),Asahi Super Dry,"April 20, 2014",1.7,3,2,4,1,7
612,"tnkw01(2,836)",Asahi Super Dry,"April 13, 2014",1.4,3,3,2,3,3
615,MattiasA(862),Asahi Super Dry,"April 3, 2014",1.6,3,4,3,3,3
618,JeyAre(242),Asahi Super Dry,"March 31, 2014",2.4,4,2,4,2,12
619,"Blairgus(4,675)",Asahi Super Dry,"March 26, 2014",2.5,5,2,5,3,10
620,"Renobob(2,063)",Asahi Super Dry,"March 25, 2014",2.8,4,3,6,3,12
621,Shanebrews(315),Asahi Super Dry,"March 21, 2014",2.8,5,3,6,3,11
622,"jonnyguns(1,196)",Asahi Super Dry,"March 19, 2014",2.2,4,2,4,2,10
625,aronvarga(441),Asahi Super Dry,"March 15, 2014",2.2,4,3,4,2,9
627,"markextrae(4,791)",Asahi Super Dry,"March 14, 2014",1.7,2,2,2,1,10
634,"Muggus69(3,694)",Asahi Super Dry,"February 23, 2014",2.2,4,3,4,2,9
636,Brentv(762),Asahi Super Dry,"February 22, 2014",1.8,3,3,4,2,6
638,"Beerhunter111(32,693)",Asahi Super Dry,"February 13, 2014",2.0,4,2,3,2,9
639,"Reimer96(1,743)",Asahi Super Dry,"February 12, 2014",2.1,4,2,4,3,8
640,"Mr_Pink_152(9,933)",Asahi Super Dry,"February 9, 2014",2.4,4,3,5,3,9
645,pras(602),Asahi Super Dry,"January 29, 2014",1.2,3,2,2,2,3
646,"Fatehunter(3,190)",Asahi Super Dry,"January 27, 2014",2.9,5,4,5,3,12
647,"Philym(1,003)",Asahi Super Dry,"January 26, 2014",2.8,5,2,5,2,14
648,Canmoore(517),Asahi Super Dry,"January 25, 2014",2.0,3,2,4,2,9
650,Frode(383),Asahi Super Dry,"January 15, 2014",2.3,5,3,5,2,8
652,"vinivini(6,192)",Asahi Super Dry,"January 11, 2014",3.2,6,3,5,5,13
653,"mike5326(1,816)",Asahi Super Dry,"January 7, 2014",2.5,5,3,6,2,9
654,"Butters(4,067)",Asahi Super Dry,"January 4, 2014",1.5,3,4,3,1,4
655,"Lonick(2,706)",Asahi Super Dry,"January 2, 2014",2.5,4,4,4,2,11
656,"chinchill(6,207)",Asahi Super Dry,"January 14, 2014",2.1,4,2,4,2,9
657,"k0mpsa(3,785)",Asahi Super Dry,"January 1, 2014",1.7,3,2,4,2,6
660,"rennat42(4,009)",Asahi Super Dry,"December 30, 2013",2.5,5,3,5,3,9
661,"MetalNHopHead(2,791)",Asahi Super Dry,"December 28, 2013",2.0,3,2,4,2,9
663,"AnonUser54728(2,851)",Asahi Super Dry,"December 26, 2013",1.8,7,3,2,3,3
666,swapp(602),Asahi Super Dry,"December 22, 2013",2.0,4,2,5,2,7
667,"Calisky(4,319)",Asahi Super Dry,"December 20, 2013",2.1,4,2,5,1,9
673,"Ferris(23,110)",Asahi Super Dry,"December 4, 2013",2.5,4,5,4,4,8
674,"cargo150(1,285)",Asahi Super Dry,"December 3, 2013",2.1,4,3,3,3,8
675,"angelkostvo(1,249)",Asahi Super Dry,"December 1, 2013",2.3,5,2,5,2,9
677,"Sissio(2,126)",Asahi Super Dry,"November 26, 2013",2.1,4,3,4,2,8
680,darioklc(933),Asahi Super Dry,"November 25, 2013",2.4,5,3,4,4,8
681,"callmemickey(4,561)",Asahi Super Dry,"November 24, 2013",2.2,5,3,4,3,7
684,milo91hd(206),Asahi Super Dry,"November 15, 2013",2.5,4,2,5,3,11
685,"ajnepple(12,239)",Asahi Super Dry,"November 12, 2013",2.4,5,3,5,3,8
686,"wekker84(2,628)",Asahi Super Dry,"November 10, 2013",2.0,4,2,4,2,8
688,petewhitley(600),Asahi Super Dry,"November 4, 2013",2.9,6,4,4,3,12
690,"Abijen(2,572)",Asahi Super Dry,"November 1, 2013",2.8,6,3,6,3,10
691,Marcius(518),Asahi Super Dry,"October 26, 2013",1.8,2,2,4,2,8
692,Valfar(77),Asahi Super Dry,"October 25, 2013",3.8,7,4,7,4,16
693,Deu(949),Asahi Super Dry,"October 23, 2013",0.8,2,1,2,1,2
694,garrison(812),Asahi Super Dry,"October 22, 2013",2.7,4,4,6,3,10
696,HULK777(908),Asahi Super Dry,"October 18, 2013",2.6,5,3,5,3,10
697,hens(806),Asahi Super Dry,"October 17, 2013",1.4,2,2,2,2,6
702,"Vighals(7,144)",Asahi Super Dry,"September 22, 2013",1.6,2,4,3,2,5
703,Zarkam(539),Asahi Super Dry,"September 20, 2013",2.1,4,3,3,3,8
704,"blackisle(4,154)",Asahi Super Dry,"April 14, 2016",2.6,5,3,5,2,11
705,thexplorer(414),Asahi Super Dry,"September 18, 2013",2.0,4,2,4,2,8
706,"Shaney(2,421)",Asahi Super Dry,"September 15, 2013",1.5,3,2,3,2,5
707,SamTheBarrel(950),Asahi Super Dry,"July 10, 2016",2.3,5,4,5,4,5
709,"AndyW68(1,978)",Asahi Super Dry,"September 9, 2013",2.5,4,5,4,4,8
710,"goozen(4,816)",Asahi Super Dry,"September 8, 2013",2.5,3,3,5,3,11
711,"RichTheVillan(10,497)",Asahi Super Dry,"September 3, 2013",1.6,4,3,2,2,5
712,"jamesie1857(2,282)",Asahi Super Dry,"September 1, 2013",2.1,4,3,4,2,8
713,"sinfull(2,593)",Asahi Super Dry,"September 1, 2013",1.7,4,3,3,1,6
714,Westkyoto77(647),Asahi Super Dry,"October 26, 2013",2.3,4,3,5,2,9
715,MRMedellin(392),Asahi Super Dry,"September 1, 2013",2.4,7,3,4,3,7
716,Pijiuke(93),Asahi Super Dry,"August 31, 2013",2.3,4,3,4,2,10
717,"Patrickctenchi(7,259)",Asahi Super Dry,"August 31, 2013",2.0,3,3,4,3,7
718,"kdm1984(1,013)",Asahi Super Dry,"August 31, 2013",0.7,2,2,1,1,1
719,"hawanna(3,443)",Asahi Super Dry,"August 30, 2013",2.1,4,3,4,2,8
720,"Grumbo(12,230)",Asahi Super Dry,"August 28, 2013",2.0,4,2,4,3,7
721,"msbernac(4,047)",Asahi Super Dry,"August 27, 2013",1.8,3,3,3,3,6
723,"allmyvinyl(13,613)",Asahi Super Dry,"August 23, 2013",2.5,5,3,5,3,9
726,smmaaren(588),Asahi Super Dry,"August 11, 2013",1.7,3,3,3,3,5
728,"Bricks(1,314)",Asahi Super Dry,"August 9, 2013",2.4,5,2,6,3,8
730,"hackobock(4,073)",Asahi Super Dry,"July 30, 2013",2.0,4,3,4,2,7
732,"jjsint(5,536)",Asahi Super Dry,"July 28, 2013",2.5,6,2,5,2,10
733,"biirusaikou(2,704)",Asahi Super Dry,"July 27, 2013",2.4,4,2,6,2,10
735,agent_persik(932),Asahi Super Dry,"July 25, 2013",2.3,5,3,5,2,8
736,"Dacrza(1,437)",Asahi Super Dry,"July 25, 2013",1.6,3,3,2,2,6
737,"jredmond(10,321)",Asahi Super Dry,"July 23, 2013",2.8,6,2,6,2,12
738,RhetoricalAns(939),Asahi Super Dry,"July 22, 2013",2.0,3,3,4,3,7
739,"sdmmb(1,862)",Asahi Super Dry,"July 21, 2013",2.6,4,3,5,2,12
741,"HeistAlmighty(1,156)",Asahi Super Dry,"July 18, 2013",2.5,4,2,5,3,11
744,"cubs(10,772)",Asahi Super Dry,"July 16, 2013",2.5,5,3,6,3,8
745,"GBZ59(1,217)",Asahi Super Dry,"July 16, 2013",2.2,4,3,5,2,8
746,"Andy_(1,156)",Asahi Super Dry,"July 13, 2013",1.3,2,3,2,2,4
747,R2k2(471),Asahi Super Dry,"July 10, 2013",2.7,5,2,6,3,11
750,"GT(10,001)",Asahi Super Dry,"July 3, 2013",1.6,3,2,3,2,6
751,"maekchu(5,126)",Asahi Super Dry,"July 2, 2013",2.3,4,3,4,2,10
754,"Gorm(1,897)",Asahi Super Dry,"July 30, 2013",1.7,2,3,3,2,7
755,"GoufCustom(2,895)",Asahi Super Dry,"June 3, 2013",3.2,6,3,7,4,12
756,"XmnwildX12(2,079)",Asahi Super Dry,"June 1, 2013",2.0,4,3,4,2,7
757,"neur0(1,574)",Asahi Super Dry,"May 23, 2013",2.7,6,4,5,2,10
758,"jfb(8,142)",Asahi Super Dry,"May 22, 2013",2.3,4,3,4,3,9
761,"thanatosti(3,084)",Asahi Super Dry,"May 17, 2013",1.8,4,2,4,2,6
763,"Rob_D_UK(1,366)",Asahi Super Dry,"May 15, 2013",2.1,2,3,5,2,9
765,"Simonsen(1,326)",Asahi Super Dry,"May 9, 2013",2.1,4,3,4,3,7
766,"czar(12,504)",Asahi Super Dry,"May 7, 2013",2.0,3,1,5,3,8
768,"Christpuncher(3,215)",Asahi Super Dry,"May 5, 2013",2.1,4,2,4,2,9
769,DylansDad(844),Asahi Super Dry,"May 3, 2013",1.9,2,3,4,2,8
770,"JaKeAFC(1,745)",Asahi Super Dry,"June 14, 2015",2.6,4,3,5,3,11
772,mtwhitney(168),Asahi Super Dry,"April 28, 2013",3.2,5,4,6,3,14
775,"vadie(1,325)",Asahi Super Dry,"April 12, 2013",2.4,5,2,5,3,9
776,"Silvan7(1,375)",Asahi Super Dry,"April 9, 2013",2.4,4,3,5,2,10
777,"OllieBBommel(1,529)",Asahi Super Dry,"April 8, 2013",2.4,6,3,6,3,6
778,patxa(227),Asahi Super Dry,"April 3, 2013",2.0,3,3,4,2,8
780,"sm89walt(2,305)",Asahi Super Dry,"March 31, 2013",1.8,4,2,4,2,6
781,"bax(1,311)",Asahi Super Dry,"March 30, 2013",2.5,4,2,6,2,11
782,"danlo(7,018)",Asahi Super Dry,"March 29, 2013",2.1,4,3,4,2,8
783,wildbeercat(356),Asahi Super Dry,"March 29, 2013",0.8,1,1,1,1,4
784,"mnmike(1,087)",Asahi Super Dry,"March 25, 2013",2.0,5,3,4,3,5
785,"Christos(6,100)",Asahi Super Dry,"March 24, 2013",2.7,5,2,6,2,12
786,Dommod2011(706),Asahi Super Dry,"March 23, 2013",2.5,5,3,5,2,10
787,"Japalo(1,887)",Asahi Super Dry,"February 23, 2014",1.9,3,5,2,1,8
788,"kraddel(10,779)",Asahi Super Dry,"March 19, 2013",2.5,6,3,5,2,9
789,"rok1024(1,401)",Asahi Super Dry,"March 18, 2013",2.0,4,2,4,2,8
790,"GIJOE(1,269)",Asahi Super Dry,"March 16, 2013",2.2,3,3,4,3,9
791,"The_Osprey(10,573)",Asahi Super Dry,"April 28, 2015",2.3,3,4,4,4,8
792,"tampierre(1,483)",Asahi Super Dry,"March 9, 2013",2.0,4,2,4,2,8
793,"Bozo_skeleton(1,164)",Asahi Super Dry,"March 9, 2013",2.8,4,3,6,3,12
795,"Whatup14(3,319)",Asahi Super Dry,"March 4, 2013",2.3,4,2,3,3,11
796,"boozedude(2,230)",Asahi Super Dry,"March 2, 2013",2.6,7,2,4,3,10
798,"Singularity(7,419)",Asahi Super Dry,"February 21, 2013",1.7,2,2,4,2,7
799,"VastActiv(11,781)",Asahi Super Dry,"February 17, 2013",1.8,4,2,4,2,6
802,foxo82(941),Asahi Super Dry,"February 13, 2013",2.2,4,2,4,3,9
803,"fellebag(1,756)",Asahi Super Dry,"February 12, 2013",1.8,3,2,2,2,9
804,"ruigo(3,079)",Asahi Super Dry,"February 20, 2013",2.7,6,3,7,3,8
805,"jcwattsrugger(13,251)",Asahi Super Dry,"February 10, 2013",3.2,6,3,7,3,13
806,"Lore(4,436)",Asahi Super Dry,"February 7, 2013",1.5,2,3,3,1,6
807,"stefannilssons(1,578)",Asahi Super Dry,"February 4, 2013",1.4,2,1,3,1,7
808,"Leini(2,075)",Asahi Super Dry,"February 4, 2013",1.8,4,2,5,2,5
809,"Cirrhosis(1,283)",Asahi Super Dry,"February 3, 2013",2.1,4,2,4,3,8
810,"Bulk_Carrier(6,064)",Asahi Super Dry,"February 3, 2013",3.0,5,3,5,4,13
814,"DCLawyer(3,007)",Asahi Super Dry,"February 1, 2013",2.2,3,2,4,3,10
818,Kurtos(311),Asahi Super Dry,"January 26, 2013",2.0,3,4,2,3,8
820,"MarkSachon(1,156)",Asahi Super Dry,"January 22, 2013",2.4,5,3,5,2,9
821,graziano85(677),Asahi Super Dry,"January 22, 2013",2.0,5,2,5,1,7
822,"trapped(6,204)",Asahi Super Dry,"January 20, 2013",2.1,2,2,3,2,12
823,"ralphdot(1,137)",Asahi Super Dry,"January 20, 2013",1.8,3,3,5,5,2
825,"Viper666.Qc(10,484)",Asahi Super Dry,"January 4, 2013",2.2,5,3,4,2,8
826,"thellgren(1,817)",Asahi Super Dry,"January 1, 2013",2.6,4,3,5,2,12
827,"troopie(4,149)",Asahi Super Dry,"January 1, 2013",2.3,6,2,3,2,10
828,"ThreeCats(1,136)",Asahi Super Dry,"December 30, 2012",1.9,5,3,5,2,4
830,Jado(805),Asahi Super Dry,"December 20, 2012",1.9,3,3,4,2,7
831,"Vells(2,359)",Asahi Super Dry,"November 18, 2014",2.3,4,4,4,2,9
833,lotsalaughs(177),Asahi Super Dry,"December 9, 2012",2.0,4,3,4,3,6
834,"StueyD(1,586)",Asahi Super Dry,"December 4, 2012",2.8,5,3,6,3,11
835,"CanCrusher(1,577)",Asahi Super Dry,"December 2, 2012",2.7,5,3,6,3,10
836,Lambister(520),Asahi Super Dry,"November 24, 2012",2.1,4,3,5,2,7
837,"Maris(2,489)",Asahi Super Dry,"November 23, 2012",1.6,3,2,3,3,5
838,garza(580),Asahi Super Dry,"November 21, 2012",1.2,3,2,3,2,2
839,HermanW(992),Asahi Super Dry,"November 21, 2012",2.6,6,3,6,3,8
840,"Bamsen78(7,139)",Asahi Super Dry,"November 3, 2012",2.1,3,4,4,3,7
841,"DrSilverworm(10,000)",Asahi Super Dry,"November 3, 2012",1.9,5,3,3,2,6
843,beeracoon(514),Asahi Super Dry,"November 2, 2012",3.1,8,3,5,3,12
844,edpeg(928),Asahi Super Dry,"October 31, 2012",1.9,3,3,4,3,6
